ID,Date,Product,Region,SalesRep,Units,UnitPrice,Revenue,Discount,NetRevenue,Category
568,2022-05-03,Pack Basic,West,Henry Brown,331,53.74,17787.94,0.11,15831.27,Accessories
569,2022-11-23,Device Lite,North,Eva Martinez,421,37.53,15800.13,0.198,12671.7,Electronics
570,2023-12-24,Pack Plus,Central,Alice Smith,207,76.46,15827.22,0.213,12456.02,Accessories
571,2020-12-21,Gadget Y,South,Alice Smith,449,418.13,187740.37,0.209,148502.63,Electronics
572,2022-07-23,Widget A,East,Henry Brown,471,186.57,87874.47,0.05,83480.75,Hardware
573,2022-10-31,Module Z,South,Frank Chen,326,462.3,150709.8,0.17,125089.13,Accessories
574,2022-09-28,Pack Basic,Central,Frank Chen,229,97.01,22215.29,0.218,17372.36,Accessories
575,2021-12-06,Gadget X,International,Bob Jones,429,448.29,192316.41,0.187,156353.24,Electronics
576,2021-08-06,Widget A,South,David Kim,198,34.32,6795.36,0.213,5347.95,Hardware
577,2023-08-18,Gadget Y,Central,Alice Smith,347,111.29,38617.63,0.163,32322.96,Electronics
578,2023-10-29,Widget A,Central,Alice Smith,243,456.63,110961.09,0.162,92985.39,Hardware
579,2021-04-03,Device Pro,International,Eva Martinez,312,404.48,126197.76,0.076,116606.73,Electronics
580,2022-05-17,Module Z,West,Eva Martinez,437,180.86,79035.82,0.063,74056.56,Accessories
581,2023-10-18,Pack Plus,North,Frank Chen,423,315.56,133481.88,0.146,113993.53,Accessories
582,2023-02-23,Ultra Kit,North,Henry Brown,305,308.42,94068.1,0.075,87012.99,Bundle
583,2020-05-10,Device Lite,East,Eva Martinez,142,323.88,45990.96,0.215,36102.9,Electronics
584,2021-01-20,Gadget X,Central,Grace Patel,265,385.07,102043.55,0.225,79083.75,Electronics
585,2023-09-14,Device Lite,West,Eva Martinez,349,78.56,27417.44,0.006,27252.94,Electronics
586,2021-06-15,Module Z,International,David Kim,208,200.24,41649.92,0.009,41275.07,Accessories
587,2021-12-03,Starter Kit,West,Frank Chen,366,118.95,43535.7,0.134,37701.92,Bundle
588,2022-11-04,Device Pro,Central,Carol Lee,433,93.28,40390.24,0.164,33766.24,Electronics
589,2021-08-24,Widget B,Central,Carol Lee,242,72.68,17588.56,0.065,16445.3,Hardware
590,2023-10-24,Device Lite,International,Eva Martinez,336,53.75,18060.0,0.089,16452.66,Electronics
591,2022-05-11,Device Lite,North,Henry Brown,191,137.66,26293.06,0.074,24347.37,Electronics
592,2020-04-19,Ultra Kit,West,David Kim,299,294.34,88007.66,0.155,74366.47,Bundle
593,2022-10-21,Widget B,West,Alice Smith,445,343.53,152870.85,0.132,132691.9,Hardware
594,2020-11-04,Gadget X,West,Carol Lee,103,177.9,18323.7,0.247,13797.75,Electronics
595,2021-10-09,Starter Kit,International,Carol Lee,93,391.67,36425.31,0.122,31981.42,Bundle
596,2021-10-03,Ultra Kit,South,Carol Lee,30,12.3,369.0,0.068,343.91,Bundle
597,2022-09-29,Widget B,West,Grace Patel,67,311.09,20843.03,0.158,17549.83,Hardware
598,2022-09-04,Module Z,East,Alice Smith,3,28.48,85.44,0.05,81.17,Accessories
599,2021-10-21,Pack Plus,International,David Kim,98,18.77,1839.46,0.001,1837.62,Accessories
600,2021-04-08,Starter Kit,West,Eva Martinez,450,178.72,80424.0,0.032,77850.43,Bundle
601,2020-12-08,Widget B,West,Frank Chen,422,32.39,13668.58,0.237,10429.13,Hardware
602,2022-06-07,Ultra Kit,East,David Kim,69,177.93,12277.17,0.225,9514.81,Bundle
603,2020-12-03,Module Z,South,David Kim,10,121.91,1219.1,0.182,997.22,Accessories
604,2020-02-14,Pack Basic,International,Alice Smith,259,92.79,24032.61,0.092,21821.61,Accessories
605,2022-02-07,Ultra Kit,Central,Alice Smith,131,387.9,50814.9,0.156,42887.78,Bundle
606,2023-09-17,Widget B,North,Grace Patel,335,419.69,140596.15,0.012,138909.0,Hardware
607,2022-06-28,Module Z,South,David Kim,64,278.16,17802.24,0.119,15683.77,Accessories
608,2023-11-24,Ultra Kit,North,Eva Martinez,323,14.55,4699.65,0.105,4206.19,Bundle
609,2023-06-29,Pack Basic,North,Bob Jones,359,77.2,27714.8,0.208,21950.12,Accessories
610,2021-08-01,Widget B,South,Eva Martinez,402,62.06,24948.12,0.05,23700.71,Hardware
611,2022-12-07,Gadget Y,North,Henry Brown,184,354.67,65259.28,0.074,60430.09,Electronics
612,2021-03-01,Starter Kit,North,Bob Jones,478,245.52,117358.56,0.059,110434.4,Bundle
613,2020-08-14,Pack Basic,Central,Bob Jones,343,252.1,86470.3,0.237,65976.84,Accessories
614,2020-07-26,Device Pro,East,Eva Martinez,330,123.26,40675.8,0.247,30628.88,Electronics
615,2022-08-08,Widget A,East,Frank Chen,52,408.45,21239.4,0.219,16587.97,Hardware
616,2023-10-18,Device Lite,North,Alice Smith,219,371.87,81439.53,0.024,79484.98,Electronics
617,2020-10-10,Ultra Kit,West,Eva Martinez,332,93.54,31055.28,0.089,28291.36,Bundle
618,2020-07-09,Device Lite,West,Henry Brown,418,177.92,74370.56,0.028,72288.18,Electronics
619,2021-07-10,Module Z,International,Carol Lee,354,426.82,151094.28,0.2,120875.42,Accessories
620,2020-08-19,Gadget X,South,Bob Jones,357,365.93,130637.01,0.245,98630.94,Electronics
621,2022-05-02,Pack Basic,South,Grace Patel,248,403.1,99968.8,0.17,82974.1,Accessories
622,2022-01-04,Pack Basic,International,Carol Lee,15,432.65,6489.75,0.22,5062.01,Accessories
623,2022-09-16,Module W,North,Eva Martinez,58,444.91,25804.78,0.11,22966.25,Accessories
624,2023-09-03,Device Lite,International,David Kim,7,355.23,2486.61,0.169,2066.37,Electronics
625,2023-10-03,Device Lite,North,Grace Patel,266,266.31,70838.46,0.175,58441.73,Electronics
626,2023-09-17,Starter Kit,International,Grace Patel,128,246.14,31505.92,0.166,26275.94,Bundle
627,2020-10-31,Pack Plus,International,Carol Lee,457,494.01,225762.57,0.014,222601.89,Accessories
628,2022-11-01,Module W,West,Frank Chen,437,252.95,110539.15,0.041,106007.04,Accessories
629,2021-05-08,Device Lite,Central,Grace Patel,497,146.29,72706.13,0.127,63472.45,Electronics
630,2022-04-05,Gadget Y,West,Bob Jones,41,234.95,9632.95,0.2,7706.36,Electronics
631,2022-10-17,Module W,International,Alice Smith,162,68.16,11041.92,0.124,9672.72,Accessories
632,2020-07-29,Module Z,North,Eva Martinez,212,27.55,5840.6,0.137,5040.44,Accessories
633,2022-11-07,Pack Plus,East,Frank Chen,106,330.74,35058.44,0.114,31061.78,Accessories
634,2020-04-21,Gadget Y,Central,Henry Brown,433,232.68,100750.44,0.14,86645.38,Electronics
635,2023-09-07,Device Lite,International,David Kim,367,231.73,85044.91,0.024,83003.83,Electronics
636,2020-01-05,Device Lite,East,Frank Chen,182,416.63,75826.66,0.241,57552.43,Electronics
637,2023-12-08,Widget B,International,Grace Patel,24,449.46,10787.04,0.123,9460.23,Hardware
638,2020-08-07,Device Pro,West,David Kim,313,105.99,33174.87,0.03,32179.62,Electronics
639,2022-07-25,Gadget Y,North,Bob Jones,367,175.58,64437.86,0.189,52259.1,Electronics
640,2022-07-11,Module W,West,Alice Smith,338,298.75,100977.5,0.126,88254.34,Accessories
641,2022-12-22,Starter Kit,Central,Henry Brown,25,281.07,7026.75,0.108,6267.86,Bundle
642,2022-11-07,Gadget X,South,Bob Jones,355,293.48,104185.4,0.183,85119.47,Electronics
643,2022-03-04,Ultra Kit,West,Grace Patel,308,307.01,94559.08,0.08,86994.35,Bundle
644,2023-06-01,Starter Kit,East,Eva Martinez,391,131.63,51467.33,0.099,46372.06,Bundle
645,2022-07-16,Gadget X,International,Eva Martinez,71,212.24,15069.04,0.175,12431.96,Electronics
646,2023-12-07,Pack Plus,Central,David Kim,441,163.81,72240.21,0.184,58948.01,Accessories
647,2021-02-15,Gadget Y,International,Carol Lee,320,360.04,115212.8,0.172,95396.2,Electronics
648,2023-12-25,Ultra Kit,International,Frank Chen,500,479.57,239785.0,0.126,209572.09,Bundle
649,2023-12-25,Widget B,Central,Grace Patel,390,182.59,71210.1,0.12,62664.89,Hardware
650,2023-10-12,Starter Kit,West,Alice Smith,458,422.27,193399.66,0.071,179668.28,Bundle
651,2022-12-06,Widget B,North,David Kim,13,196.62,2556.06,0.013,2522.83,Hardware
652,2021-06-30,Gadget X,North,Eva Martinez,147,344.85,50692.95,0.037,48817.31,Electronics
653,2021-02-21,Pack Plus,Central,David Kim,17,185.74,3157.58,0.113,2800.77,Accessories
654,2023-08-18,Pack Plus,International,Eva Martinez,200,126.41,25282.0,0.196,20326.73,Accessories
655,2023-11-20,Ultra Kit,International,Frank Chen,25,463.97,11599.25,0.097,10474.12,Bundle
656,2023-02-04,Widget A,West,David Kim,7,374.39,2620.73,0.051,2487.07,Hardware
657,2023-07-21,Starter Kit,Central,David Kim,364,327.33,119148.12,0.189,96629.13,Bundle
658,2021-01-31,Device Pro,South,Carol Lee,230,96.93,22293.9,0.171,18481.64,Electronics
659,2022-11-18,Widget B,East,Carol Lee,194,29.9,5800.6,0.07,5394.56,Hardware
660,2020-11-25,Pack Basic,International,Carol Lee,434,134.95,58568.3,0.083,53707.13,Accessories
661,2020-03-22,Gadget X,International,Eva Martinez,476,168.08,80006.08,0.013,78966.0,Electronics
662,2022-10-01,Pack Basic,East,David Kim,282,185.45,52296.9,0.196,42046.71,Accessories
663,2021-01-11,Pack Plus,Central,Grace Patel,35,395.26,13834.1,0.04,13280.74,Accessories
664,2020-07-07,Device Lite,East,Frank Chen,114,442.85,50484.9,0.166,42104.41,Electronics
665,2021-08-24,Gadget Y,Central,Alice Smith,487,378.79,184470.73,0.133,159936.12,Electronics
666,2020-08-22,Ultra Kit,Central,David Kim,178,228.37,40649.86,0.226,31462.99,Bundle
667,2020-03-22,Ultra Kit,North,Grace Patel,454,167.25,75931.5,0.229,58543.19,Bundle
668,2021-06-09,Pack Plus,East,Henry Brown,371,148.58,55123.18,0.228,42555.09,Accessories
669,2022-09-23,Widget A,Central,Bob Jones,152,450.15,68422.8,0.048,65138.51,Hardware
670,2020-07-15,Gadget X,North,Bob Jones,498,478.57,238327.86,0.134,206391.93,Electronics
671,2021-03-07,Ultra Kit,West,Bob Jones,323,389.05,125663.15,0.216,98519.91,Bundle
672,2021-02-25,Pack Plus,West,Bob Jones,425,354.33,150590.25,0.244,113846.23,Accessories
673,2023-11-06,Gadget X,North,Bob Jones,13,235.01,3055.13,0.083,2801.55,Electronics
674,2020-04-21,Gadget X,South,Eva Martinez,407,133.42,54301.94,0.018,53324.51,Electronics
675,2022-04-14,Module Z,North,Grace Patel,231,318.8,73642.8,0.108,65689.38,Accessories
676,2023-10-10,Widget B,North,Alice Smith,274,12.88,3529.12,0.18,2893.88,Hardware
677,2023-12-06,Widget B,International,Eva Martinez,184,464.73,85510.32,0.027,83201.54,Hardware
678,2023-05-27,Widget B,West,Alice Smith,145,384.97,55820.65,0.109,49736.2,Hardware
679,2022-08-28,Gadget X,Central,Eva Martinez,274,117.72,32255.28,0.187,26223.54,Electronics
680,2023-07-22,Gadget X,International,Frank Chen,153,341.86,52304.58,0.229,40326.83,Electronics
681,2020-01-23,Pack Plus,North,Grace Patel,448,281.97,126322.56,0.031,122406.56,Accessories
682,2023-01-05,Pack Plus,International,Frank Chen,485,51.7,25074.5,0.053,23745.55,Accessories
683,2021-03-09,Module Z,South,Carol Lee,464,326.5,151496.0,0.128,132104.51,Accessories
684,2021-03-28,Pack Basic,International,Alice Smith,428,133.83,57279.24,0.029,55618.14,Accessories
685,2023-01-29,Module W,North,Eva Martinez,331,279.33,92458.23,0.073,85708.78,Accessories
686,2020-07-20,Gadget Y,East,Carol Lee,372,294.48,109546.56,0.238,83474.48,Electronics
687,2023-10-06,Ultra Kit,South,Frank Chen,121,59.01,7140.21,0.155,6033.48,Bundle
688,2022-09-22,Module W,Central,Carol Lee,169,312.0,52728.0,0.076,48720.67,Accessories
689,2023-03-04,Pack Basic,South,Alice Smith,187,405.76,75877.12,0.24,57666.61,Accessories
690,2021-10-03,Gadget Y,West,Eva Martinez,403,118.54,47771.62,0.185,38933.87,Electronics
691,2022-01-06,Gadget X,West,Henry Brown,348,369.15,128464.2,0.219,100330.54,Electronics
692,2022-01-04,Device Pro,Central,Bob Jones,250,280.31,70077.5,0.044,66994.09,Electronics
693,2021-07-28,Gadget X,International,Bob Jones,457,273.91,125176.87,0.066,116915.2,Electronics
694,2020-06-03,Widget A,Central,Grace Patel,435,258.51,112451.85,0.008,111552.24,Hardware
695,2023-04-23,Gadget Y,Central,Henry Brown,465,27.95,12996.75,0.065,12151.96,Electronics
696,2023-09-01,Gadget X,Central,Eva Martinez,188,202.31,38034.28,0.223,29552.64,Electronics
697,2020-10-01,Module W,Central,Alice Smith,257,260.09,66843.13,0.099,60225.66,Accessories
698,2023-09-19,Gadget Y,International,Carol Lee,435,482.35,209822.25,0.245,158415.8,Electronics
699,2022-11-18,Gadget X,Central,Carol Lee,229,88.01,20154.29,0.142,17292.38,Electronics
700,2022-09-17,Device Lite,North,Eva Martinez,21,117.21,2461.41,0.122,2161.12,Electronics
701,2022-01-26,Gadget Y,East,Grace Patel,22,337.6,7427.2,0.129,6469.09,Electronics
702,2022-08-19,Module W,East,Bob Jones,452,32.74,14798.48,0.245,11172.85,Accessories
703,2023-12-12,Pack Plus,East,Carol Lee,325,416.52,135369.0,0.209,107076.88,Accessories
704,2022-02-10,Ultra Kit,North,Eva Martinez,194,188.99,36664.06,0.163,30687.82,Bundle
705,2022-02-09,Gadget Y,East,Henry Brown,265,208.85,55345.25,0.204,44054.82,Electronics
706,2022-09-14,Pack Basic,South,David Kim,4,255.89,1023.56,0.035,987.74,Accessories
707,2020-06-06,Pack Plus,South,Frank Chen,330,147.59,48704.7,0.038,46853.92,Accessories
708,2023-05-17,Starter Kit,East,Bob Jones,419,67.97,28479.43,0.058,26827.62,Bundle
709,2022-09-13,Ultra Kit,International,Grace Patel,246,244.71,60198.66,0.148,51289.26,Bundle
710,2020-02-15,Gadget Y,South,Alice Smith,23,72.65,1670.95,0.148,1423.65,Electronics
711,2023-03-18,Gadget X,Central,Grace Patel,29,91.5,2653.5,0.231,2040.54,Electronics
712,2023-05-12,Pack Basic,International,Eva Martinez,327,19.11,6248.97,0.18,5124.16,Accessories
713,2020-06-24,Gadget Y,West,Carol Lee,230,307.19,70653.7,0.118,62316.56,Electronics
714,2021-03-25,Module Z,South,Eva Martinez,308,79.92,24615.36,0.146,21021.52,Accessories
715,2020-12-09,Starter Kit,Central,Bob Jones,352,177.9,62620.8,0.113,55544.65,Bundle
716,2021-04-15,Module Z,Central,Grace Patel,198,74.77,14804.46,0.004,14745.24,Accessories
717,2020-11-02,Pack Basic,Central,Alice Smith,50,96.93,4846.5,0.225,3756.04,Accessories
718,2022-12-24,Pack Plus,South,Alice Smith,386,67.57,26082.02,0.121,22926.1,Accessories
719,2023-10-21,Ultra Kit,North,Grace Patel,221,265.79,58739.59,0.093,53276.81,Bundle
720,2021-04-14,Module W,International,Bob Jones,405,386.64,156589.2,0.088,142809.35,Accessories
721,2022-05-21,Gadget X,North,Eva Martinez,131,243.79,31936.49,0.058,30084.17,Electronics
722,2023-05-10,Pack Plus,International,Alice Smith,210,136.31,28625.1,0.001,28596.47,Accessories
723,2023-03-29,Pack Plus,South,Frank Chen,61,264.67,16144.87,0.094,14627.25,Accessories
724,2022-04-17,Device Lite,East,Eva Martinez,55,85.83,4720.65,0.163,3951.18,Electronics
725,2023-01-02,Module Z,International,Grace Patel,290,189.16,54856.4,0.069,51071.31,Accessories
726,2021-02-21,Module Z,East,Henry Brown,283,394.05,111516.15,0.121,98022.7,Accessories
727,2021-06-03,Device Pro,International,Carol Lee,296,178.72,52901.12,0.176,43590.52,Electronics
728,2023-09-12,Widget B,South,Bob Jones,383,122.58,46948.14,0.196,37746.3,Hardware
729,2021-03-15,Pack Plus,Central,Alice Smith,206,395.17,81405.02,0.2,65124.02,Accessories
730,2020-11-25,Module Z,South,Henry Brown,494,321.57,158855.58,0.201,126925.61,Accessories
731,2023-05-14,Module Z,North,Alice Smith,46,41.39,1903.94,0.055,1799.22,Accessories
732,2022-02-26,Module Z,Central,Alice Smith,315,331.52,104428.8,0.072,96909.93,Accessories
733,2020-12-24,Ultra Kit,International,Eva Martinez,254,225.09,57172.86,0.05,54314.22,Bundle
734,2021-02-02,Widget A,South,Carol Lee,402,303.75,122107.5,0.129,106355.63,Hardware
735,2023-10-12,Widget A,South,Bob Jones,185,127.23,23537.55,0.0,23537.55,Hardware
736,2021-07-19,Module Z,South,Alice Smith,181,338.12,61199.72,0.101,55018.55,Accessories
737,2023-12-12,Widget B,Central,Frank Chen,471,54.17,25514.07,0.071,23702.57,Hardware
738,2021-12-12,Device Pro,West,Alice Smith,116,307.11,35624.76,0.049,33879.15,Electronics
739,2021-06-18,Gadget X,Central,Eva Martinez,209,258.05,53932.45,0.14,46381.91,Electronics
740,2021-11-27,Widget B,Central,Eva Martinez,412,261.5,107738.0,0.064,100842.77,Hardware
741,2023-11-22,Module W,South,Frank Chen,495,194.76,96406.2,0.121,84741.05,Accessories
742,2022-07-28,Ultra Kit,West,Bob Jones,236,449.29,106032.44,0.216,83129.43,Bundle
743,2021-06-12,Widget B,International,David Kim,196,320.48,62814.08,0.249,47173.37,Hardware
744,2021-10-08,Module Z,International,Eva Martinez,490,183.01,89674.9,0.134,77658.46,Accessories
745,2021-05-23,Device Pro,East,Bob Jones,48,205.47,9862.56,0.187,8018.26,Electronics
746,2023-02-09,Gadget X,Central,Eva Martinez,244,163.79,39964.76,0.055,37766.7,Electronics
747,2021-01-09,Starter Kit,International,David Kim,350,465.82,163037.0,0.048,155211.22,Bundle
748,2021-04-25,Starter Kit,South,David Kim,124,437.63,54266.12,0.052,51444.28,Bundle
749,2023-06-20,Device Lite,North,Henry Brown,80,391.67,31333.6,0.03,30393.59,Electronics
750,2023-06-11,Widget A,West,Frank Chen,392,429.96,168544.32,0.239,128262.23,Hardware
751,2023-06-25,Device Lite,Central,Eva Martinez,253,450.07,113867.71,0.22,88816.81,Electronics
752,2022-10-02,Gadget X,South,Carol Lee,392,458.83,179861.36,0.07,167271.06,Electronics
753,2020-04-20,Pack Plus,North,Frank Chen,410,217.35,89113.5,0.235,68171.83,Accessories
754,2022-03-17,Ultra Kit,International,Henry Brown,398,95.64,38064.72,0.244,28776.93,Bundle
755,2021-10-08,Starter Kit,Central,Bob Jones,5,15.78,78.9,0.053,74.72,Bundle
756,2021-10-28,Device Lite,East,David Kim,314,432.29,135739.06,0.047,129359.32,Electronics
757,2021-07-05,Module W,West,Grace Patel,491,310.4,152406.4,0.091,138537.42,Accessories
758,2021-03-07,Module Z,West,Eva Martinez,359,378.57,135906.63,0.091,123539.13,Accessories
759,2022-07-12,Gadget X,South,Bob Jones,293,74.25,21755.25,0.144,18622.49,Electronics
760,2021-07-06,Gadget Y,South,Carol Lee,285,221.78,63207.3,0.095,57202.61,Electronics
761,2022-08-26,Widget A,International,Frank Chen,91,216.54,19705.14,0.034,19035.17,Hardware
762,2022-09-23,Device Pro,West,Bob Jones,129,285.44,36821.76,0.142,31593.07,Electronics
763,2023-11-15,Gadget X,International,Bob Jones,31,115.57,3582.67,0.064,3353.38,Electronics
764,2022-07-10,Starter Kit,Central,Eva Martinez,172,137.28,23612.16,0.09,21487.07,Bundle
765,2021-12-05,Widget A,Central,David Kim,211,69.4,14643.4,0.217,11465.78,Hardware
766,2023-03-27,Pack Basic,East,Frank Chen,333,328.06,109243.98,0.044,104437.24,Accessories
767,2021-10-27,Ultra Kit,North,Grace Patel,262,248.86,65201.32,0.184,53204.28,Bundle
768,2023-06-10,Device Pro,South,Frank Chen,238,319.53,76048.14,0.036,73310.41,Electronics
769,2022-05-13,Ultra Kit,North,Bob Jones,314,290.09,91088.26,0.212,71777.55,Bundle
770,2020-11-27,Device Lite,International,Eva Martinez,117,163.6,19141.2,0.163,16021.18,Electronics
771,2023-05-24,Ultra Kit,East,Henry Brown,203,142.9,29008.7,0.111,25788.73,Bundle
772,2022-04-27,Gadget X,South,Eva Martinez,95,428.55,40712.25,0.031,39450.17,Electronics
773,2023-12-06,Starter Kit,North,Bob Jones,41,113.17,4639.97,0.099,4180.61,Bundle
774,2022-08-27,Pack Plus,North,Bob Jones,28,22.91,641.48,0.099,577.97,Accessories
775,2021-06-21,Pack Basic,West,Eva Martinez,80,51.3,4104.0,0.233,3147.77,Accessories
776,2021-04-14,Gadget Y,South,Carol Lee,378,149.24,56412.72,0.157,47555.92,Electronics
777,2020-02-28,Widget A,West,Henry Brown,340,184.84,62845.6,0.229,48453.96,Hardware
778,2023-01-12,Device Pro,International,Carol Lee,281,227.96,64056.76,0.242,48555.02,Electronics
779,2023-04-25,Pack Basic,Central,Grace Patel,234,319.2,74692.8,0.159,62816.64,Accessories
780,2022-12-08,Ultra Kit,West,David Kim,328,271.54,89065.12,0.227,68847.34,Bundle
781,2020-07-02,Module W,East,Alice Smith,158,189.22,29896.76,0.065,27953.47,Accessories
782,2020-01-01,Pack Plus,East,Henry Brown,418,381.55,159487.9,0.034,154065.31,Accessories
783,2022-12-31,Widget A,West,Eva Martinez,353,461.81,163018.93,0.237,124383.44,Hardware
784,2020-01-19,Module Z,North,Frank Chen,409,153.52,62789.68,0.058,59147.88,Accessories
785,2021-01-21,Module Z,South,Grace Patel,452,284.66,128666.32,0.099,115928.35,Accessories
786,2022-02-13,Gadget Y,Central,Eva Martinez,135,48.8,6588.0,0.156,5560.27,Electronics
787,2021-08-06,Ultra Kit,South,Bob Jones,381,270.64,103113.84,0.067,96205.21,Bundle
788,2021-01-08,Gadget X,West,Eva Martinez,149,64.06,9544.94,0.114,8456.82,Electronics
789,2023-12-05,Pack Basic,North,Alice Smith,252,102.01,25706.52,0.005,25577.99,Accessories
790,2021-01-15,Widget B,International,Alice Smith,145,141.9,20575.5,0.179,16892.49,Hardware
791,2021-04-21,Widget B,West,Eva Martinez,78,17.21,1342.38,0.054,1269.89,Hardware
792,2022-10-17,Device Lite,North,Carol Lee,238,351.49,83654.62,0.008,82985.38,Electronics
793,2020-04-24,Device Pro,South,David Kim,398,202.28,80507.44,0.136,69558.43,Electronics
794,2021-05-27,Module Z,International,David Kim,425,16.17,6872.25,0.244,5195.42,Accessories
795,2022-02-27,Module W,West,Bob Jones,127,371.42,47170.34,0.008,46792.98,Accessories
796,2022-12-03,Ultra Kit,East,Frank Chen,107,241.67,25858.69,0.17,21462.71,Bundle
797,2020-11-20,Ultra Kit,Central,Bob Jones,373,30.66,11436.18,0.234,8760.11,Bundle
798,2021-06-02,Module W,North,David Kim,327,156.41,51146.07,0.09,46542.92,Accessories
799,2020-08-19,Gadget Y,East,Bob Jones,325,222.73,72387.25,0.004,72097.7,Electronics
800,2022-03-21,Gadget Y,International,Henry Brown,5,484.72,2423.6,0.145,2072.18,Electronics
801,2023-11-10,Pack Basic,South,Henry Brown,80,191.98,15358.4,0.022,15020.52,Accessories
802,2020-07-06,Ultra Kit,International,Alice Smith,317,175.82,55734.94,0.242,42247.08,Bundle
803,2020-05-02,Device Lite,North,Carol Lee,331,85.41,28270.71,0.134,24482.43,Electronics
804,2022-09-26,Gadget Y,East,Henry Brown,163,491.01,80034.63,0.197,64267.81,Electronics
805,2021-01-30,Widget A,East,Alice Smith,353,195.1,68870.3,0.181,56404.78,Hardware
806,2022-09-20,Starter Kit,West,David Kim,225,283.91,63879.75,0.136,55192.1,Bundle
807,2023-03-06,Gadget X,East,Carol Lee,279,180.35,50317.65,0.183,41109.52,Electronics
808,2020-05-21,Pack Plus,Central,Frank Chen,80,230.19,18415.2,0.205,14640.08,Accessories
809,2022-07-18,Widget A,South,Alice Smith,398,322.62,128402.76,0.095,116204.5,Hardware
810,2023-06-23,Device Lite,North,Grace Patel,398,313.89,124928.22,0.08,114933.96,Electronics
811,2021-01-23,Pack Plus,Central,Eva Martinez,350,253.79,88826.5,0.138,76568.44,Accessories
812,2021-10-22,Module Z,International,Bob Jones,329,167.78,55199.62,0.024,53874.83,Accessories
813,2020-03-30,Gadget X,West,David Kim,92,438.0,40296.0,0.051,38240.9,Electronics
814,2020-07-21,Widget A,West,Eva Martinez,293,324.45,95063.85,0.097,85842.66,Hardware
815,2020-04-10,Device Lite,South,Henry Brown,114,306.91,34987.74,0.018,34357.96,Electronics
816,2020-06-12,Module W,International,Grace Patel,411,323.06,132777.66,0.09,120827.67,Accessories
817,2022-01-25,Starter Kit,North,Bob Jones,30,413.58,12407.4,0.066,11588.51,Bundle
818,2021-09-14,Widget B,North,David Kim,484,115.78,56037.52,0.13,48752.64,Hardware
819,2022-12-24,Module Z,Central,Carol Lee,98,104.62,10252.76,0.164,8571.31,Accessories
820,2023-02-17,Starter Kit,International,Frank Chen,286,213.43,61040.98,0.026,59453.91,Bundle
821,2023-10-13,Module W,South,Carol Lee,360,335.96,120945.6,0.221,94216.62,Accessories
822,2023-01-31,Module Z,Central,Henry Brown,259,175.37,45420.83,0.04,43604.0,Accessories
823,2021-12-22,Device Lite,East,Grace Patel,282,495.81,139818.42,0.081,128493.13,Electronics
824,2023-07-20,Module Z,Central,David Kim,423,365.67,154678.41,0.152,131167.29,Accessories
825,2022-02-07,Pack Plus,West,Henry Brown,475,374.83,178044.25,0.09,162020.27,Accessories
826,2022-03-24,Widget A,North,Carol Lee,372,26.97,10032.84,0.071,9320.51,Hardware
827,2021-09-10,Widget A,East,Alice Smith,154,492.34,75820.36,0.054,71726.06,Hardware
828,2023-11-13,Device Pro,Central,Carol Lee,471,281.28,132482.88,0.139,114067.76,Electronics
829,2020-07-12,Widget A,East,David Kim,236,184.26,43485.36,0.035,41963.37,Hardware
830,2021-04-22,Device Pro,Central,David Kim,416,157.14,65370.24,0.143,56022.3,Electronics
831,2020-06-07,Starter Kit,International,Bob Jones,167,398.51,66551.17,0.043,63689.47,Bundle
832,2023-05-04,Ultra Kit,West,Bob Jones,154,28.3,4358.2,0.202,3477.84,Bundle
833,2020-04-24,Device Lite,North,David Kim,179,441.09,78955.11,0.109,70349.0,Electronics
834,2023-08-29,Pack Basic,West,Alice Smith,476,15.59,7420.84,0.194,5981.2,Accessories
835,2021-09-16,Pack Plus,East,David Kim,22,166.46,3662.12,0.141,3145.76,Accessories
836,2020-11-09,Widget A,West,Bob Jones,345,368.46,127118.7,0.098,114661.07,Hardware
837,2021-03-30,Module Z,East,Bob Jones,149,395.31,58901.19,0.037,56721.85,Accessories
838,2022-09-01,Pack Basic,North,Grace Patel,382,34.15,13045.3,0.1,11740.77,Accessories
839,2022-10-24,Module Z,West,David Kim,397,351.95,139724.15,0.191,113036.84,Accessories
840,2022-09-26,Module Z,International,David Kim,334,289.94,96839.96,0.14,83282.37,Accessories
841,2021-05-11,Widget B,Central,Bob Jones,137,390.61,53513.57,0.081,49178.97,Hardware
842,2020-08-18,Ultra Kit,East,Frank Chen,212,217.52,46114.24,0.087,42102.3,Bundle
843,2023-05-01,Ultra Kit,East,Henry Brown,13,387.13,5032.69,0.042,4821.32,Bundle
844,2023-06-30,Gadget X,South,Frank Chen,226,31.98,7227.48,0.205,5745.85,Electronics
845,2020-11-15,Starter Kit,South,Carol Lee,437,52.04,22741.48,0.185,18534.31,Bundle
846,2021-08-12,Widget A,West,Henry Brown,176,349.95,61591.2,0.028,59866.65,Hardware
847,2020-02-16,Device Lite,Central,Eva Martinez,108,372.6,40240.8,0.053,38108.04,Electronics
848,2023-01-28,Module W,International,Alice Smith,319,367.65,117280.35,0.035,113175.54,Accessories
849,2022-02-10,Pack Basic,South,Alice Smith,464,335.12,155495.68,0.011,153785.23,Accessories
850,2021-08-04,Gadget Y,West,Alice Smith,405,351.29,142272.45,0.068,132597.92,Electronics
